question,answer,predicted_answer,concept,hypernym,correct,illegal
"<image>
Is there an arts and crafts item in this image?",No,yes,ashtray,arts and crafts item,False,False
"<image>
Is there an arts and crafts item in this image?",No,yes,ashtray,arts and crafts item,False,False
"<image>
Is there an arts and crafts item in this image?",No,yes,ashtray,arts and crafts item,False,False
"<image>
Is there a food in this image?",Yes,yes,asparagus,food,True,False
"<image>
Is there a food in this image?",Yes,yes,asparagus,food,True,False
"<image>
Is there a food in this image?",Yes,yes,asparagus,food,True,False
"<image>
Is there a source of light in this image?",No,yes,asparagus,source of light,False,False
"<image>
Is there a source of light in this image?",No,yes,asparagus,source of light,False,False
"<image>
Is there a source of light in this image?",No,yes,asparagus,source of light,False,False
"<image>
Is there a vegetable in this image?",Yes,yes,asparagus,vegetable,True,False
"<image>
Is there a vegetable in this image?",Yes,yes,asparagus,vegetable,True,False
"<image>
Is there a vegetable in this image?",Yes,yes,asparagus,vegetable,True,False
"<image>
Is there a furniture in this image?",No,yes,asparagus,furniture,False,False
"<image>
Is there a furniture in this image?",No,yes,asparagus,furniture,False,False
"<image>
Is there a furniture in this image?",No,yes,asparagus,furniture,False,False
"<image>
Is there a plant in this image?",Yes,yes,asparagus,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,asparagus,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,asparagus,plant,True,False
"<image>
Is there a piece of jewelry in this image?",No,yes,asparagus,piece of jewelry,False,False
"<image>
Is there a piece of jewelry in this image?",No,yes,asparagus,piece of jewelry,False,False
"<image>
Is there a piece of jewelry in this image?",No,yes,asparagus,piece of jewelry,False,False
"<image>
Is there a food in this image?",Yes,yes,avocado,food,True,False
"<image>
Is there a food in this image?",Yes,yes,avocado,food,True,False
"<image>
Is there a food in this image?",Yes,yes,avocado,food,True,False
"<image>
Is there a food in this image?",Yes,yes,avocado,food,True,False
"<image>
Is there an insect in this image?",No,yes,avocado,insect,False,False
"<image>
Is there an insect in this image?",No,yes,avocado,insect,False,False
"<image>
Is there an insect in this image?",No,yes,avocado,insect,False,False
"<image>
Is there an insect in this image?",No,yes,avocado,insect,False,False
"<image>
Is there a fruit in this image?",Yes,yes,avocado,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,avocado,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,avocado,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,avocado,fruit,True,False
"<image>
Is there a home decor item in this image?",No,yes,avocado,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,yes,avocado,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,yes,avocado,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,yes,avocado,home decor item,False,False
"<image>
Is there a tool in this image?",Yes,no,axe,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,axe,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,axe,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,axe,tool,False,False
"<image>
Is there a kitchen appliance in this image?",No,no,axe,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,axe,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,axe,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,axe,kitchen appliance,True,False
"<image>
Is there a hardware item in this image?",Yes,no,axe,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,axe,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,axe,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,axe,hardware item,False,False
"<image>
Is there headwear in this image?",No,yes,axe,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,axe,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,axe,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,axe,headwear,False,False
"<image>
Is there a garden tool in this image?",Yes,no,axe,garden tool,False,False
"<image>
Is there a garden tool in this image?",Yes,no,axe,garden tool,False,False
"<image>
Is there a garden tool in this image?",Yes,no,axe,garden tool,False,False
"<image>
Is there a garden tool in this image?",Yes,no,axe,garden tool,False,False
"<image>
Is there footwear in this image?",No,no,axe,footwear,True,False
"<image>
Is there footwear in this image?",No,no,axe,footwear,True,False
"<image>
Is there footwear in this image?",No,no,axe,footwear,True,False
"<image>
Is there footwear in this image?",No,no,axe,footwear,True,False
"<image>
Is there a weapon in this image?",Yes,no,axe,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,axe,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,axe,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,axe,weapon,False,False
"<image>
Is there a musical instrument in this image?",No,no,axe,musical,True,False
"<image>
Is there a musical instrument in this image?",No,no,axe,musical,True,False
"<image>
Is there a musical instrument in this image?",No,no,axe,musical,True,False
"<image>
Is there a musical instrument in this image?",No,no,axe,musical,True,False
"<image>
Is there school supply in this image?",Yes,yes,backpack,school supply,True,False
"<image>
Is there school supply in this image?",Yes,yes,backpack,school supply,True,False
"<image>
Is there school supply in this image?",Yes,no,backpack,school supply,False,False
"<image>
Is there school supply in this image?",Yes,yes,backpack,school supply,True,False
"<image>
Is there construction equipment in this image?",No,no,backpack,construction equipment,True,False
"<image>
Is there construction equipment in this image?",No,no,backpack,construction equipment,True,False
"<image>
Is there construction equipment in this image?",No,no,backpack,construction equipment,True,False
"<image>
Is there construction equipment in this image?",No,no,backpack,construction equipment,True,False
"<image>
Is there a container in this image?",Yes,no,backpack,container,False,False
"<image>
Is there a container in this image?",Yes,yes,backpack,container,True,False
"<image>
Is there a container in this image?",Yes,no,backpack,container,False,False
"<image>
Is there a container in this image?",Yes,no,backpack,container,False,False
"<image>
Is there a game in this image?",No,yes,backpack,game,False,False
"<image>
Is there a game in this image?",No,yes,backpack,game,False,False
"<image>
Is there a game in this image?",No,yes,backpack,game,False,False
