question,answer,predicted_answer,relation,correct
"Question: <image>
Is the material of the green object the same as the small block that is on the right side of the green metallic thing?Answer:",no,yes,right,False
"Question: <image>
What number of objects are metallic cubes that are in front of the blue matte cube or tiny things in front of the big yellow object?Answer:",3,1,in front of,False
"Question: <image>
How many objects are either large purple objects that are on the left side of the blue sphere or tiny metal cylinders?Answer:",2,1,left,False
"Question: <image>
There is a small matte object that is in front of the small brown sphere; what shape is it?Answer:",sphere,sphere,in front of,True
"Question: <image>
There is a yellow object; is it the same size as the rubber object behind the yellow shiny thing?Answer:",no,no,behind,True
"Question: <image>
There is a gray matte cylinder; is its size the same as the rubber sphere that is behind the small cyan cylinder?Answer:",no,no,behind,True
"Question: <image>
Are there more rubber objects behind the gray matte cube than cyan shiny blocks?Answer:",yes,yes,behind,True
"Question: <image>
There is a small matte cylinder; is it the same color as the tiny shiny cube that is behind the large red metallic ball?Answer:",yes,no,behind,False
"Question: <image>
How many objects are either small green matte cylinders or small shiny objects to the right of the green matte thing?Answer:",4,2,right,False
"Question: <image>
Is the number of cylinders in front of the big cyan thing greater than the number of small red spheres?Answer:",yes,no,in front of,False
"Question: <image>
Does the object on the right side of the cyan block have the same size as the small purple cylinder?Answer:",no,no,right,True
"Question: <image>
What size is the metal cylinder behind the large blue thing?Answer:",small,large,behind,False
"Question: <image>
Are there an equal number of green things that are to the right of the small purple metal object and big brown things?Answer:",no,no,right,True
"Question: <image>
There is a tiny cyan block; are there any big brown objects to the left of it?Answer:",no,no,left,True
"Question: <image>
Are there any small yellow spheres in front of the brown thing?Answer:",no,no,in front of,True
"Question: <image>
What number of things are either matte things that are right of the tiny blue shiny cylinder or big gray rubber spheres?Answer:",4,2,right,False
"Question: <image>
What number of things are either big blue spheres or tiny rubber things behind the brown matte cube?Answer:",3,2,behind,False
"Question: <image>
Is the number of small blue cylinders to the left of the large cyan cylinder less than the number of matte cylinders that are left of the tiny blue cylinder?Answer:",no,no,left,True
"Question: <image>
There is a rubber cylinder that is behind the tiny blue matte block; what color is it?Answer:",gray,red,behind,False
"Question: <image>
There is a rubber thing behind the tiny matte sphere behind the tiny green shiny object; what is its shape?Answer:",cube,sphere,behind,False
"Question: <image>
There is a red matte cube; are there any small red blocks right of it?Answer:",no,no,right,True
"Question: <image>
Is the sphere behind the brown shiny ball made of the same material as the yellow sphere?Answer:",no,no,behind,True
"Question: <image>
How many things are either things to the right of the big rubber cube or brown metallic spheres?Answer:",2,3,right,False
"Question: <image>
Is the number of big gray objects that are in front of the small brown metallic object the same as the number of gray blocks?Answer:",no,no,in front of,True
"Question: <image>
There is a matte cube; is its color the same as the large block left of the brown metallic cube?Answer:",no,no,left,True
"Question: <image>
Are there fewer big cubes that are behind the tiny purple metal ball than blue objects?Answer:",no,no,behind,True
"Question: <image>
What number of things are either big things behind the purple metal thing or green matte balls?Answer:",1,1,behind,True
"Question: <image>
Is the size of the shiny cylinder the same as the thing behind the cube?Answer:",yes,no,behind,False
"Question: <image>
There is a cube that is behind the big sphere; what is its color?Answer:",green,cyan,behind,False
"Question: <image>
There is a large object that is behind the small red cylinder; what is its material?Answer:",rubber,metal,behind,False
"Question: <image>
Is the cylinder to the left of the large matte object made of the same material as the small yellow object?Answer:",yes,no,left,False
"Question: <image>
Is the size of the red metal ball the same as the red shiny cylinder to the left of the big cyan metallic block?Answer:",no,yes,left,False
"Question: <image>
There is a large thing on the right side of the blue shiny sphere; is its shape the same as the cyan object?Answer:",yes,yes,right,True
"Question: <image>
There is a rubber sphere; is it the same color as the shiny cylinder that is on the left side of the yellow thing?Answer:",no,no,left,True
"Question: <image>
Are there any blue objects behind the brown metallic cylinder?Answer:",yes,yes,behind,True
"Question: <image>
There is a block that is right of the tiny green cube; what size is it?Answer:",large,small,right,False
"Question: <image>
How many objects are small shiny balls to the left of the rubber ball or big red matte cubes?Answer:",1,1,left,True
"Question: <image>
There is a tiny cylinder that is on the left side of the small purple rubber cylinder; is it the same color as the tiny rubber cylinder?Answer:",no,no,left,True
"Question: <image>
There is a tiny purple thing that is in front of the small shiny cylinder; is it the same shape as the small blue metallic object?Answer:",yes,no,in front of,False
"Question: <image>
Is the number of purple rubber cylinders that are behind the blue object less than the number of small cylinders behind the block?Answer:",no,yes,behind,False
"Question: <image>
There is a purple thing left of the small purple matte block; what is its material?Answer:",rubber,rubber,left,True
"Question: <image>
Does the large red matte object have the same shape as the small thing right of the tiny metallic cube?Answer:",no,no,right,True
"Question: <image>
There is a big rubber object that is behind the large purple rubber cylinder; does it have the same shape as the red rubber thing?Answer:",no,no,behind,True
"Question: <image>
Is the number of yellow rubber objects that are on the right side of the metal cylinder the same as the number of blue shiny objects?Answer:",no,no,right,True
"Question: <image>
Are there more small cyan cubes that are right of the blue matte object than big brown matte cubes?Answer:",no,no,right,True
"Question: <image>
There is a red shiny object; is its shape the same as the metal object in front of the small red shiny object?Answer:",yes,no,in front of,False
"Question: <image>
Does the shiny cylinder have the same size as the purple object behind the small cyan shiny thing?Answer:",no,no,behind,True
"Question: <image>
Is the purple sphere made of the same material as the sphere in front of the small purple ball?Answer:",yes,no,in front of,False
"Question: <image>
Are there an equal number of tiny cyan things that are on the left side of the tiny purple metallic thing and small purple shiny things?Answer:",no,no,left,True
"Question: <image>
Are there the same number of big gray spheres to the left of the red cube and tiny cubes?Answer:",yes,no,left,False
"Question: <image>
There is a shiny thing in front of the brown shiny object; is its size the same as the tiny shiny sphere?Answer:",no,yes,in front of,False
"Question: <image>
There is a matte block; how many small matte cylinders are behind it?Answer:",1,0,behind,False
"Question: <image>
Are there any metallic things right of the large metal object?Answer:",no,yes,right,False
"Question: <image>
Are there the same number of cyan metallic things on the left side of the small rubber thing and cylinders?Answer:",no,yes,left,False
"Question: <image>
There is a small cyan object; is its shape the same as the purple matte object to the left of the blue rubber sphere?Answer:",yes,yes,left,True
"Question: <image>
There is a large blue matte object in front of the tiny rubber ball; is its shape the same as the small cyan metallic thing?Answer:",yes,yes,in front of,True
"Question: <image>
What is the size of the object that is behind the yellow object?Answer:",small,small,behind,True
"Question: <image>
Do the metal thing that is behind the cyan thing and the matte object behind the tiny matte cube have the same size?Answer:",yes,no,behind,False
"Question: <image>
There is a object behind the cube; what is its shape?Answer:",cylinder,sphere,behind,False
"Question: <image>
Do the big object and the object that is behind the tiny yellow block have the same material?Answer:",no,no,behind,True
"Question: <image>
Does the tiny metallic thing have the same color as the matte thing in front of the red object?Answer:",yes,no,in front of,False
"Question: <image>
Is the color of the small metallic object the same as the tiny matte block that is in front of the small gray rubber block?Answer:",yes,no,in front of,False
"Question: <image>
How big is the block that is left of the large purple matte object?Answer:",large,small,left,False
"Question: <image>
Is the number of big rubber cylinders that are in front of the yellow cylinder greater than the number of small gray metallic things in front of the cyan cube?Answer:",yes,no,in front of,False
"Question: <image>
There is a small matte object in front of the small metal object; what is its shape?Answer:",cube,cube,in front of,True
"Question: <image>
There is a large shiny block; is it the same color as the small rubber block that is in front of the large block?Answer:",no,no,in front of,True
"Question: <image>
There is a large yellow metal cube; what number of tiny objects are in front of it?Answer:",1,0,in front of,False
"Question: <image>
What number of things are purple blocks or cubes left of the tiny gray rubber cube?Answer:",3,1,left,False
"Question: <image>
There is a small gray rubber thing that is on the right side of the large thing; is there a small gray thing that is on the right side of it?Answer:",no,no,right,True
"Question: <image>
There is a object in front of the large yellow shiny object; what is its color?Answer:",purple,brown,in front of,False
"Question: <image>
Are there an equal number of large metallic objects behind the big shiny object and large metal cubes?Answer:",no,no,behind,True
"Question: <image>
Is the material of the gray object in front of the yellow ball the same as the small purple sphere?Answer:",yes,yes,in front of,True
"Question: <image>
Is the number of cyan cubes that are in front of the large yellow object the same as the number of tiny red cubes?Answer:",yes,no,in front of,False
"Question: <image>
What is the size of the gray ball that is behind the blue sphere?Answer:",small,small,behind,True
"Question: <image>
There is a gray metallic cylinder; is its size the same as the sphere that is left of the big matte sphere?Answer:",no,no,left,True
"Question: <image>
There is a big yellow rubber sphere; are there any large purple cylinders right of it?Answer:",no,no,right,True
"Question: <image>
How many objects are either tiny green metallic cubes or large gray metallic objects that are right of the large purple cylinder?Answer:",1,1,right,True
"Question: <image>
The large gray metallic object that is right of the big purple thing has what shape?Answer:",cube,cylinder,right,False
"Question: <image>
There is a green shiny sphere; does it have the same size as the shiny object to the right of the tiny green shiny ball?Answer:",no,no,right,True
"Question: <image>
Do the small sphere and the cylinder on the left side of the big brown rubber cylinder have the same color?Answer:",yes,no,left,False
"Question: <image>
Are there an equal number of big green metal cylinders that are behind the green metallic cylinder and tiny things?Answer:",no,no,behind,True
"Question: <image>
How many things are large blue things or large rubber cylinders that are in front of the red matte object?Answer:",2,1,in front of,False
"Question: <image>
There is a object that is behind the blue object; does it have the same size as the green cylinder?Answer:",yes,no,behind,False
"Question: <image>
Is the number of red matte things that are in front of the small cube greater than the number of big yellow matte cubes?Answer:",no,no,in front of,True
"Question: <image>
What number of things are big rubber balls that are behind the blue matte thing or large things behind the big gray cube?Answer:",2,1,behind,False
"Question: <image>
How many yellow matte balls are in front of the matte sphere that is in front of the big block?Answer:",0,0,in front of,True
"Question: <image>
Is the number of purple metal objects behind the small green rubber sphere less than the number of gray matte cylinders?Answer:",no,no,behind,True
"Question: <image>
Does the small gray cube have the same material as the large yellow cylinder that is right of the small purple rubber sphere?Answer:",yes,no,right,False
"Question: <image>
There is a purple thing that is behind the tiny cylinder; what is it made of?Answer:",rubber,metal,behind,False
"Question: <image>
Is the number of tiny objects in front of the small matte cylinder greater than the number of large gray cubes?Answer:",yes,no,in front of,False
"Question: <image>
What is the material of the small object right of the big shiny cylinder?Answer:",rubber,metal,right,False
"Question: <image>
There is a red cylinder; does it have the same size as the matte thing that is left of the small brown cylinder?Answer:",yes,no,left,False
"Question: <image>
What number of things are tiny rubber cylinders or tiny things to the right of the metal cylinder?Answer:",1,1,right,True
"Question: <image>
There is a yellow ball; is its size the same as the gray rubber object that is behind the tiny cylinder?Answer:",yes,no,behind,False
"Question: <image>
There is a metal block; are there any tiny cylinders on the right side of it?Answer:",yes,no,right,False
"Question: <image>
There is a big blue metallic cube; are there any tiny things to the right of it?Answer:",no,no,right,True
"Question: <image>
How many objects are objects on the right side of the red thing or tiny brown metallic balls?Answer:",1,2,right,False
"Question: <image>
How many things are either yellow blocks or big objects in front of the big red rubber object?Answer:",1,2,in front of,False
"Question: <image>
Is the size of the red thing the same as the ball in front of the cyan object?Answer:",yes,no,in front of,False
"Question: <image>
Does the tiny purple sphere have the same material as the tiny thing that is left of the small purple sphere?Answer:",yes,no,left,False
"Question: <image>
Is the number of cyan blocks behind the gray matte cylinder greater than the number of tiny rubber blocks behind the small purple matte thing?Answer:",yes,no,behind,False
"Question: <image>
The object that is behind the cyan matte cube is what color?Answer:",purple,brown,behind,False
"Question: <image>
There is a small purple matte object; what number of matte cylinders are behind it?Answer:",0,0,behind,True
"Question: <image>
What number of things are tiny metallic cylinders in front of the small cyan metal cylinder or tiny gray cylinders?Answer:",1,1,in front of,True
"Question: <image>
There is a big rubber block; is it the same color as the tiny metal cylinder to the right of the tiny cube?Answer:",no,no,right,True
"Question: <image>
There is a thing on the left side of the large metallic block that is to the left of the large gray metal block; how big is it?Answer:",large,large,left,True
"Question: <image>
There is a purple matte thing; is it the same shape as the big yellow object in front of the big purple object?Answer:",no,no,in front of,True
"Question: <image>
Do the large rubber cylinder and the big thing that is in front of the cylinder have the same color?Answer:",no,no,in front of,True
"Question: <image>
There is a big block that is behind the tiny block; what is its material?Answer:",rubber,rubber,behind,True
"Question: <image>
There is a object that is on the right side of the cylinder; what color is it?Answer:",yellow,blue,right,False
"Question: <image>
Is there a small rubber thing behind the cube behind the tiny gray matte object?Answer:",no,no,behind,True
"Question: <image>
How many things are cubes that are to the right of the small block or big blue metallic cylinders?Answer:",2,1,right,False
"Question: <image>
The red cube that is behind the large thing that is behind the yellow thing is made of what material?Answer:",rubber,metal,behind,False
"Question: <image>
There is a red metal object; is it the same shape as the big rubber object that is behind the brown shiny ball?Answer:",yes,no,behind,False
"Question: <image>
Is the block made of the same material as the object behind the green shiny cylinder?Answer:",yes,no,behind,False
"Question: <image>
Is the color of the big thing the same as the rubber object that is to the left of the large green matte cube?Answer:",yes,no,left,False
"Question: <image>
What number of green shiny cylinders are to the left of the shiny object?Answer:",0,0,left,True
"Question: <image>
What number of objects are in front of the large object?Answer:",2,2,in front of,True
"Question: <image>
What material is the object that is to the left of the small rubber object that is to the left of the small blue matte cylinder?Answer:",metal,rubber,left,False
"Question: <image>
The rubber cylinder that is behind the tiny blue object is what color?Answer:",purple,cyan,behind,False
"Question: <image>
Is the number of objects to the right of the rubber sphere greater than the number of small things?Answer:",no,no,right,True
"Question: <image>
There is a thing on the left side of the tiny matte ball; is its shape the same as the brown object?Answer:",no,no,left,True
"Question: <image>
There is a rubber block that is in front of the large block; is it the same size as the shiny thing that is in front of the tiny brown rubber thing?Answer:",no,no,in front of,True
"Question: <image>
Is there a green rubber block to the right of the big matte object that is right of the big purple cylinder?Answer:",no,no,right,True
"Question: <image>
Is the big ball that is behind the large shiny sphere made of the same material as the green object?Answer:",yes,no,behind,False
"Question: <image>
How big is the rubber thing that is to the left of the tiny green sphere?Answer:",small,small,left,True
"Question: <image>
Is the number of large cyan matte cylinders to the left of the big green object greater than the number of big red metallic blocks?Answer:",yes,no,left,False
"Question: <image>
How many things are green metallic cubes or small rubber balls in front of the shiny cylinder?Answer:",1,1,in front of,True
"Question: <image>
What is the shape of the rubber object that is right of the small object that is to the right of the small yellow thing?Answer:",sphere,sphere,right,True
"Question: <image>
Is the small gray object made of the same material as the large green object that is to the left of the brown metallic thing?Answer:",yes,no,left,False
"Question: <image>
Is the number of large rubber objects that are on the left side of the large yellow rubber sphere greater than the number of large brown shiny things?Answer:",yes,no,left,False
"Question: <image>
There is a metal ball behind the red sphere; does it have the same size as the red metal block?Answer:",yes,no,behind,False
"Question: <image>
How many things are red metal objects that are behind the tiny red thing or small cyan cubes?Answer:",1,1,behind,True
"Question: <image>
The sphere in front of the red cube is what color?Answer:",red,brown,in front of,False
"Question: <image>
Are the small red ball and the small object on the left side of the tiny red object made of the same material?Answer:",no,no,left,True
"Question: <image>
There is a rubber block on the left side of the cyan ball; what is its size?Answer:",small,large,left,False
"Question: <image>
Are there the same number of red cylinders that are right of the tiny blue object and big purple cubes?Answer:",no,no,right,True
"Question: <image>
Does the big blue object have the same material as the blue cube on the left side of the large cyan matte object?Answer:",yes,no,left,False
"Question: <image>
There is a red metal cylinder; are there any big cyan rubber objects in front of it?Answer:",yes,no,in front of,False
"Question: <image>
How many objects are either purple shiny cubes or purple shiny objects that are in front of the big purple metal cylinder?Answer:",1,1,in front of,True
"Question: <image>
What is the shape of the large metallic object that is in front of the tiny blue rubber sphere?Answer:",sphere,cube,in front of,False
"Question: <image>
There is a big matte thing to the right of the cyan ball; is it the same color as the small shiny object?Answer:",yes,no,right,False
"Question: <image>
Is the gray sphere made of the same material as the cube that is behind the big rubber block?Answer:",yes,no,behind,False
"Question: <image>
There is a object that is to the left of the matte sphere; is it the same size as the gray rubber sphere?Answer:",yes,no,left,False
"Question: <image>
What number of yellow cubes are on the left side of the rubber cube left of the yellow matte block?Answer:",0,0,left,True
"Question: <image>
How many objects are either large objects behind the large cyan rubber object or small metallic balls?Answer:",2,3,behind,False
"Question: <image>
Does the big matte cylinder left of the large gray metal object have the same color as the matte sphere?Answer:",yes,no,left,False
"Question: <image>
Do the cylinder right of the cyan sphere and the small cyan matte object have the same size?Answer:",yes,no,right,False
"Question: <image>
There is a large object that is on the left side of the large rubber sphere; what is its shape?Answer:",cylinder,cylinder,left,True
"Question: <image>
There is a gray thing in front of the blue cylinder; is its size the same as the block in front of the tiny purple rubber cylinder?Answer:",yes,yes,in front of,True
"Question: <image>
Is the yellow cylinder made of the same material as the brown thing behind the red object?Answer:",no,no,behind,True
"Question: <image>
Do the yellow shiny thing and the object that is behind the tiny yellow metal cylinder have the same shape?Answer:",no,no,behind,True
"Question: <image>
Do the big block on the right side of the big green thing and the gray object have the same material?Answer:",no,no,right,True
"Question: <image>
How big is the purple block that is on the right side of the gray shiny sphere?Answer:",large,small,right,False
"Question: <image>
There is a large rubber block that is right of the small yellow ball; is its color the same as the tiny rubber cube?Answer:",no,no,right,True
"Question: <image>
Are there any large rubber spheres in front of the big gray matte thing?Answer:",yes,yes,in front of,True
"Question: <image>
Is the material of the large ball in front of the gray rubber ball the same as the tiny object?Answer:",yes,no,in front of,False
"Question: <image>
What is the large yellow thing that is right of the rubber thing made of?Answer:",metal,metal,right,True
"Question: <image>
Is the number of rubber cylinders in front of the big yellow sphere the same as the number of large green metallic balls?Answer:",yes,no,in front of,False
"Question: <image>
What number of things are tiny things that are behind the small metal cube or small rubber cylinders?Answer:",3,2,behind,False
"Question: <image>
Is the number of large blue objects to the right of the ball the same as the number of small brown metallic objects?Answer:",yes,yes,right,True
"Question: <image>
There is a large blue ball; how many small red things are behind it?Answer:",0,0,behind,True
"Question: <image>
What color is the small matte cylinder that is behind the red cube?Answer:",yellow,cyan,behind,False
"Question: <image>
There is a small cube to the right of the large metal cylinder; is it the same color as the large metallic cylinder?Answer:",yes,yes,right,True
"Question: <image>
Is the size of the cube that is right of the cyan block the same as the tiny green cube?Answer:",yes,yes,right,True
"Question: <image>
There is a cylinder right of the matte cylinder; is its size the same as the big yellow metallic thing?Answer:",yes,no,right,False
"Question: <image>
There is a tiny cyan matte object; are there any blue matte spheres in front of it?Answer:",no,no,in front of,True
"Question: <image>
How many things are blue rubber spheres that are right of the small gray metallic cylinder or large purple rubber blocks?Answer:",1,1,right,True
"Question: <image>
Is the number of small cyan rubber cylinders that are in front of the tiny cyan cylinder less than the number of red cylinders?Answer:",no,no,in front of,True
"Question: <image>
There is a small object that is left of the cyan thing; how many purple things are left of it?Answer:",0,1,left,False
"Question: <image>
Is there a rubber object that is right of the big object that is to the right of the matte thing that is to the right of the large blue thing?Answer:",no,no,right,True
"Question: <image>
Does the cylinder have the same material as the sphere that is in front of the tiny purple matte object?Answer:",yes,no,in front of,False
"Question: <image>
Do the tiny purple metallic thing and the large thing that is behind the big matte thing have the same shape?Answer:",no,no,behind,True
"Question: <image>
What number of metal cylinders are left of the large cyan cylinder?Answer:",0,0,left,True
"Question: <image>
How big is the blue object to the right of the gray thing?Answer:",small,small,right,True
"Question: <image>
There is a small red matte cylinder; are there any tiny matte cylinders behind it?Answer:",yes,no,behind,False
"Question: <image>
What is the size of the gray ball that is in front of the blue cube?Answer:",large,large,in front of,True
"Question: <image>
Is the number of tiny balls on the left side of the small matte sphere less than the number of tiny spheres left of the big rubber ball?Answer:",no,no,left,True
"Question: <image>
There is a large matte thing; what number of shiny blocks are behind it?Answer:",1,0,behind,False
"Question: <image>
Do the matte sphere right of the blue sphere and the big brown metal object have the same size?Answer:",no,no,right,True
"Question: <image>
Is the size of the cyan cylinder the same as the green ball that is in front of the small cyan thing?Answer:",no,no,in front of,True
"Question: <image>
There is a rubber sphere that is on the left side of the small yellow matte cylinder; does it have the same size as the shiny cylinder that is to the left of the brown cylinder?Answer:",no,no,left,True
"Question: <image>
Does the yellow cylinder have the same material as the purple object behind the big rubber thing?Answer:",no,yes,behind,False
"Question: <image>
Is the number of tiny cyan matte cylinders that are in front of the small brown cylinder the same as the number of tiny red metallic blocks?Answer:",yes,no,in front of,False
"Question: <image>
There is a purple matte cylinder; does it have the same size as the thing that is on the left side of the big yellow matte cylinder?Answer:",yes,no,left,False
"Question: <image>
What number of objects are cylinders behind the tiny cyan ball or things that are behind the tiny cyan sphere?Answer:",1,2,behind,False
"Question: <image>
Is the number of metallic things that are on the right side of the yellow rubber object less than the number of big blue matte objects?Answer:",no,no,right,True
"Question: <image>
There is a big purple object; does it have the same shape as the large matte thing behind the big red rubber thing?Answer:",yes,no,behind,False
"Question: <image>
How many things are either big green matte balls on the right side of the purple thing or yellow matte objects?Answer:",2,1,right,False
"Question: <image>
How many objects are either tiny metal balls or things in front of the large shiny cylinder?Answer:",2,2,in front of,True
"Question: <image>
Do the sphere that is on the left side of the small matte block and the small object that is on the left side of the brown matte object have the same material?Answer:",yes,no,left,False
"Question: <image>
What number of things are either balls left of the blue matte object or tiny spheres that are left of the tiny blue matte thing?Answer:",1,1,left,True
"Question: <image>
What size is the brown metallic object that is behind the big brown matte object?Answer:",small,small,behind,True
"Question: <image>
There is a large brown metal cube; are there any brown metallic things behind it?Answer:",yes,no,behind,False
"Question: <image>
Are there fewer small things to the left of the purple object than gray cylinders?Answer:",yes,yes,left,True
"Question: <image>
Do the big thing that is to the left of the tiny cyan shiny block and the tiny cyan thing have the same material?Answer:",yes,no,left,False
"Question: <image>
There is a shiny cylinder that is to the right of the large blue metallic thing; is it the same color as the matte ball?Answer:",yes,no,right,False
"Question: <image>
Is the number of green things that are right of the tiny purple sphere greater than the number of large yellow shiny balls?Answer:",yes,no,right,False
"Question: <image>
What is the blue thing behind the purple rubber sphere made of?Answer:",metal,metal,behind,True
"Question: <image>
There is a big gray rubber thing that is on the right side of the brown block; is its shape the same as the blue object?Answer:",yes,yes,right,True
"Question: <image>
Are there any tiny metal blocks behind the small green rubber object?Answer:",yes,no,behind,False
"Question: <image>
Is the tiny ball that is behind the green rubber object made of the same material as the gray block?Answer:",yes,no,behind,False
"Question: <image>
The small ball that is in front of the small metallic object that is in front of the tiny purple metal thing is what color?Answer:",green,gray,in front of,False
"Question: <image>
What is the size of the object that is behind the gray block?Answer:",small,small,behind,True
"Question: <image>
Is the number of cubes left of the tiny gray block the same as the number of small purple things?Answer:",no,no,left,True
"Question: <image>
What number of things are either rubber objects that are in front of the yellow thing or tiny red blocks?Answer:",2,2,in front of,True
"Question: <image>
How many things are either small shiny things or small rubber balls in front of the yellow matte sphere?Answer:",2,1,in front of,False
"Question: <image>
Is the tiny cylinder that is left of the small yellow object made of the same material as the tiny green block?Answer:",yes,no,left,False
"Question: <image>
There is a metallic thing; is it the same size as the rubber block that is on the left side of the small blue object?Answer:",yes,yes,left,True
"Question: <image>
What size is the matte cylinder in front of the small blue rubber thing?Answer:",small,large,in front of,False
"Question: <image>
There is a brown rubber object; are there any cylinders on the left side of it?Answer:",no,no,left,True
"Question: <image>
Are there an equal number of small purple blocks that are to the right of the green metallic thing and large purple metallic objects?Answer:",yes,no,right,False
"Question: <image>
Does the small yellow metallic thing have the same shape as the large object that is on the right side of the small red metallic object?Answer:",no,no,right,True
"Question: <image>
What color is the cylinder that is behind the big purple shiny object?Answer:",red,red,behind,True
"Question: <image>
Do the large matte thing to the left of the yellow cylinder and the sphere have the same color?Answer:",yes,no,left,False
"Question: <image>
Is the purple block in front of the red cylinder made of the same material as the big yellow object that is in front of the large cylinder?Answer:",no,no,in front of,True
"Question: <image>
Are there fewer yellow metal blocks behind the red cylinder than big blue spheres?Answer:",no,yes,behind,False
"Question: <image>
How many objects are big objects or objects on the left side of the green thing?Answer:",3,2,left,False
"Question: <image>
There is a ball that is right of the blue rubber thing; does it have the same size as the blue rubber thing?Answer:",yes,no,right,False
"Question: <image>
There is a cyan matte cube; how many large cylinders are in front of it?Answer:",1,0,in front of,False
"Question: <image>
What number of objects are either small rubber spheres or blue objects that are in front of the large metallic cube?Answer:",1,2,in front of,False
"Question: <image>
What shape is the tiny blue object that is to the left of the tiny cyan block?Answer:",sphere,cylinder,left,False
"Question: <image>
Is the color of the tiny thing behind the blue cube the same as the large cube?Answer:",no,no,behind,True
"Question: <image>
There is a tiny green shiny object; how many purple rubber things are on the left side of it?Answer:",0,0,left,True
"Question: <image>
Do the big purple cube and the blue block that is to the right of the small green metal thing have the same material?Answer:",no,no,right,True
"Question: <image>
There is a thing left of the metallic cube; does it have the same size as the metal block?Answer:",yes,no,left,False
"Question: <image>
How many things are either objects left of the large block or big matte blocks?Answer:",3,2,left,False
"Question: <image>
There is a rubber thing; is it the same color as the block that is behind the big rubber thing?Answer:",no,no,behind,True
"Question: <image>
There is a large green matte object; how many tiny green things are left of it?Answer:",1,0,left,False
"Question: <image>
What color is the small thing that is in front of the yellow shiny cylinder?Answer:",green,brown,in front of,False
"Question: <image>
There is a large cube on the right side of the big gray block that is to the right of the green shiny object; what is it made of?Answer:",rubber,metal,right,False
"Question: <image>
There is a rubber cylinder that is right of the small red object; what is its size?Answer:",small,large,right,False
"Question: <image>
There is a tiny matte sphere; is its color the same as the tiny cube that is to the left of the large metallic sphere?Answer:",yes,no,left,False
"Question: <image>
Do the shiny block that is to the left of the small brown shiny block and the small matte block have the same color?Answer:",no,no,left,True
"Question: <image>
There is a brown metal cylinder; are there any large metallic things left of it?Answer:",yes,yes,left,True
"Question: <image>
There is a purple matte thing; does it have the same size as the metallic object that is on the right side of the purple thing?Answer:",yes,no,right,False
"Question: <image>
There is a cylinder behind the yellow metallic cylinder; what size is it?Answer:",large,large,behind,True
"Question: <image>
What is the big object that is behind the blue object made of?Answer:",rubber,metal,behind,False
"Question: <image>
There is a small brown block; how many large red cubes are on the right side of it?Answer:",0,0,right,True
"Question: <image>
There is a cylinder that is on the left side of the tiny cylinder that is on the left side of the small rubber block that is to the left of the large gray object; what size is it?Answer:",large,large,left,True
"Question: <image>
Does the rubber cylinder that is right of the yellow thing have the same color as the large metallic block?Answer:",no,no,right,True
"Question: <image>
What shape is the large matte thing that is to the left of the yellow metallic object?Answer:",cube,cube,left,True
"Question: <image>
Does the purple rubber cylinder have the same size as the purple cube left of the small rubber ball?Answer:",yes,no,left,False
"Question: <image>
The big metallic object that is left of the red shiny thing is what color?Answer:",green,cyan,left,False
"Question: <image>
Do the cylinder and the green object on the left side of the green matte object have the same material?Answer:",no,no,left,True
